0,Lafayette,59,Navy,50,20230111,+6.5
0,Duquesne,92,Saint Joseph's,80,20230111,-2.5
0,Binghamton,72,NJIT,71,20230111,+1.5
0,Charleston,71,UNCW,69,20230111,-2.5
0,Virginia Tech,72,Syracuse,82,20230111,-2.5
0,Pittsburgh,69,Duke,77,20230111,+8.5
0,New Hampshire,71,Maine,58,20230111,+3.5
0,Abilene Christian,86,Texas-Rio Grande Valley,103,20230111,-6.5
0,George Mason,62,Saint Louis,63,20230111,+7.5
0,Wofford,58,Samford,83,20230111,+3.5
0,Middle Tennessee,71,Rice,68,20230111,+2.5
0,Florida Atlantic,77,FIU,73,20230111,-10.5
0,Chicago State,63,Tarleton State,73,20230111,+9.5
0,Tulane,97,SMU,88,20230111,-3.5
0,Missouri State,66,Illinois State,76,20230111,-3.5
0,Evansville,46,Bradley,91,20230111,+19.5
0,Louisiana Tech,65,North Texas,67,20230111,+9.5
0,South Florida,77,Houston,83,20230111,+23.5
0,Missouri,64,Texas A&M,82,20230111,+4.5
0,UTSA,57,UTEP,69,20230111,+10.5
0,Western Kentucky,80,UAB,78,20230111,+10.5
0,Louisville,70,Clemson,83,20230111,+16.5
0,Florida State,75,Wake Forest,90,20230111,+8.5
0,Rutgers,65,Northwestern,62,20230111,-0.5
0,East Carolina,55,Cincinnati,83,20230111,+10.5
0,TCU,75,Texas,79,20230111,+6.5
0,UC Santa Barbara,60,Bakersfield,48,20230111,-8.5
0,Utah Valley,71,California Baptist,67,20230111,+0.5
0,Cal State Fullerton,65,UC Irvine,70,20230111,+9.5
0,UC Riverside,74,California-San Diego,68,20230111,+0.5
0,UC Davis,62,CSUN,54,20230111,-6.5
0,California,51,Washington State,66,20230111,+12.5
0,Boise State,84,UNLV,66,20230111,+1.5
0,Longwood,0,UNC Asheville,0,20230111,NL
0,Cal Poly,0,Long Beach State,0,20230111,NL
0,Minnesota,70,Ohio State,67,20230112,+14.5
0,Georgia Southern,67,Appalachian State,65,20230112,+4.5
0,Stetson,80,Bellarmine,51,20230112,+2.5
0,Longwood,46,UNC Asheville,54,20230112,-3.5
0,Robert Morris,65,Oakland,69,20230112,+5.5
0,Michigan,84,Iowa,93,20230112,+5.5
0,Florida Gulf Coast,76,Eastern Kentucky,97,20230112,-1.5
0,Coastal Carolina,67,Old Dominion,66,20230112,+7.5
0,Troy,65,Georgia State,53,20230112,-2.5
0,North Florida,63,Jacksonville State,72,20230112,+1.5
0,Central Arkansas,92,Queens (NC,91,20230112,+11.5
0,Jacksonville,68,Kennesaw State,81,20230112,+2.5
